Unnamed: 0,anime_id,episodes,genre,members,name,rating,type
2562.0,842,10,"Action, Comedy, Horror",6086.0,Ushio to Tora,7.23,OVA
2563.0,21189,1,"Drama, Music",14420.0,Wake Up Girls Shichinin no Idol,7.23,Movie
2564.0,553,13,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",34177.0,Yami no Matsuei,7.23,TV
2565.0,482,180,"Action, Comedy, Fantasy, Game, Shounen",74331.0,Yu Gi Oh Duel Monsters GX,7.23,TV
2566.0,11339,2,"Comedy, School, Seinen, Slice of Life",13671.0,A Channel smile,7.22,OVA
2567.0,16201,13,"Drama, Psychological, Romance, School",86669.0,Aku no Hana,7.22,TV
2568.0,3079,38,"Mecha, Military, Sci-Fi, Shounen, Space",2378.0,Aoki Ryuusei SPT Layzner,7.22,TV
2569.0,22677,1,"Action, Adventure, Mecha, Military, Police, Sci-Fi",8048.0,Appleseed Alpha,7.22,Movie
2570.0,23361,2,Comedy,6765.0,Bakuman 3rd Season Specials,7.22,Special
2571.0,1576,26,"Action, Drama, Historical, Samurai",28097.0,Bakumatsu Kikansetsu Irohanihoheto,7.22,ONA
2572.0,2937,1,Shoujo,10441.0,Bishoujo Senshi Sailor Moon R Make Up Sailor Senshi,7.22,Special
2573.0,4286,48,Comedy,418.0,Bonobono TV ,7.22,TV
2574.0,6280,1,"Action, Fantasy, Military",19762.0,Cat Shit One,7.22,ONA
2575.0,2199,1,"Adventure, Drama, Fantasy",3344.0,Chirin no Suzu,7.22,Movie
2576.0,21797,6,"Comedy, School",31544.0,Chuunibyou demo Koi ga Shitai Ren Lite,7.22,ONA
2577.0,8364,1,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",1122.0,Crayon Shin chan Movie 12 Arashi wo Yobu Yuuhi no Kasukabe Boys,7.22,Movie
2578.0,424,24,"Adventure, Comedy, Police, Sci-Fi",9131.0,Dirty Pair,7.22,TV
2579.0,10948,1,"Comedy, Mecha, Sci-Fi",3518.0,Ghost in the Shell Stand Alone Complex 2nd GIG Individual Eleven Tachikoma no Hibi,7.22,Special
2580.0,5983,39,Comedy,4427.0,Higepiyo,7.22,TV
2581.0,665,7,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",20337.0,JoJo no Kimyou na Bouken Adventure,7.22,OVA
2582.0,29927,1,"Historical, Kids",470.0,Kaguya hime,7.22,Movie
2583.0,32686,12,"Ecchi, Shounen, Sports",83438.0,Keijo ,7.22,TV
2584.0,4375,91,"Adventure, Comedy, Fantasy",1124.0,Kyoro chan,7.22,TV
2585.0,1738,12,"Action, Comedy, Martial Arts, Parody, Shounen",12409.0,Muteki Kanban Musume,7.22,TV
2586.0,5200,39,"Action, Drama, Sports",1232.0,Offside TV ,7.22,TV
2587.0,785,2,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",13885.0,Otaku no Video,7.22,OVA
2588.0,10822,1,"Comedy, Martial Arts, Slice of Life",1996.0,Ranma Totteoki Talk Best of Memories,7.22,OVA
2589.0,1601,22,"Drama, Mystery",27169.0,Red Garden,7.22,TV
2590.0,5691,1,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",4083.0,Rekka no Honoo Final Burning,7.22,Special
2591.0,5199,2,"Comedy, Parody, School",4855.0,Seto no Hanayome Fan Disc,7.22,Special
2592.0,1066,4,"Comedy, Parody",27261.0,Shakugan no Shana Specials,7.22,Special
2593.0,566,4,"Action, Comedy, Sci-Fi, Shounen",13855.0,Tetsuwan Birdy,7.22,OVA
2594.0,21085,12,"Action, Fantasy, Magic, Seinen, Supernatural",106381.0,Witch Craft Works,7.22,TV
2595.0,1543,12,"Comedy, Romance, School, Sci-Fi",22770.0,Yoake Mae yori Ruriiro na Crescent Love,7.22,TV
2596.0,29513,1,"Music, School, Slice of Life",9611.0,Aki no Kanade,7.21,Movie
2597.0,54,1,"Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",49553.0,Appleseed Movie ,7.21,Movie
2598.0,762,1,"Action, Adventure, Drama, Shounen, Supernatural",78111.0,Bleach Memories in the Rain,7.21,Special
2599.0,2043,73,"Action, Adventure, Comedy, Mystery, Romance",7608.0,Cat 039 s Eye,7.21,TV
2600.0,1312,26,"Adventure, Comedy, Mecha, Military, Sci-Fi",4838.0,Chikyuu Bouei Kigyou Dai Guard,7.21,TV
2601.0,8362,1,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",1517.0,Crayon Shin chan Movie 08 Arashi wo Yobu Jungle,7.21,Movie
2602.0,10155,13,"Action, Adventure, Fantasy, Magic",97809.0,Dog Days,7.21,TV
2603.0,2517,1,"Drama, Historical, Romance, Seinen, Slice of Life",3261.0,Eikoku Koi Monogatari Emma Intermission,7.21,Special
2604.0,28211,1,"Psychological, Sci-Fi",25245.0,Harmony,7.21,Movie
2605.0,7088,12,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",203618.0,Ichiban Ushiro no Daimaou,7.21,TV
2606.0,4156,1,Comedy,9610.0,Ichigo Mashimaro Episode 0,7.21,Special
2607.0,432,6,"Action, Adventure, Sci-Fi, Space",10208.0,Iria Zeiram The Animation,7.21,OVA
2608.0,31405,12,"Drama, Historical, Military",102560.0,Joker Game,7.21,TV
2609.0,9159,3,"Action, Comedy, Horror, Shounen, Supernatural",8690.0,Kaibutsu Oujo OVA ,7.21,OVA
2610.0,2176,1,"Action, Mecha, Sci-Fi, Super Power",3466.0,Kiddy Grade Ignition,7.21,Movie
2611.0,20649,2,"Drama, Romance, Slice of Life",9866.0,Kimi no Iru Machi OVA,7.21,OVA
2612.0,21853,1,"Music, School, Slice of Life",4249.0,Love Live School Idol Project Recap,7.21,Special
2613.0,1588,24,"Comedy, Romance, School",16922.0,Mamoru kun ni Megami no Shukufuku wo ,7.21,TV
2614.0,4926,1,"Adventure, Drama",1060.0,Marco Haha wo Tazunete Sanzenri,7.21,Movie
2615.0,11761,12,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",110042.0,Medaka Box,7.21,TV
2616.0,21603,12,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",198876.0,Mekakucity Actors,7.21,TV
2617.0,1135,1,"Action, Fantasy, Magic, Super Power",7843.0,Munto Toki no Kabe wo Koete,7.21,OVA
2618.0,2200,23,"Action, Drama, Mecha, Sci-Fi, Shounen",1570.0,Muteki Choujin Zanbot 3,7.21,TV
2619.0,11021,24,"Action, Mecha, Military, Sci-Fi",55531.0,Muv Luv Alternative Total Eclipse,7.21,TV
2620.0,1546,26,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",44009.0,Negima ,7.21,TV
2621.0,1619,1,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",13563.0,Negima Haru Special ,7.21,OVA
2622.0,1944,6,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",7935.0,Photon,7.21,OVA
2623.0,12221,1,"Fantasy, Magic, Shoujo",2530.0,Precure All Stars Movie New Stage Mirai no Tomodachi,7.21,Movie
2624.0,609,2,"Drama, Romance, Sci-Fi",12239.0,Saishuu Heiki Kanojo Another Love Song,7.21,OVA
2625.0,6203,13,"Comedy, Romance, School, Shoujo Ai",34297.0,Sasameki Koto,7.21,TV
2626.0,2117,13,"Action, Shounen, Sports",4630.0,Shin Captain Tsubasa,7.21,OVA
2627.0,1101,1,"Action, Comedy, Sci-Fi, Shounen, Space",10523.0,Tenchi Muyou Manatsu no Eve,7.21,Movie
2628.0,9733,1,Music,2066.0,The TV Show,7.21,Music
2629.0,1539,1,"Romance, Shounen, Sports",1513.0,Touch Cross Road Kaze no Yukue,7.21,Special
2630.0,19383,13,"Dementia, Horror, Supernatural",33275.0,Yami Shibai,7.21,TV
2631.0,1264,39,"Adventure, Samurai, Sci-Fi, Shounen",11015.0,Yoroiden Samurai Troopers,7.21,TV
2632.0,5458,1,"Adventure, Fantasy, Game, Shounen",9429.0,Yu Gi Oh Duel Monsters Battle City Special,7.21,Special
2633.0,3505,48,"Action, Adventure, Martial Arts, Mecha, School, Super Power",689.0,Yuusha Shirei Dagwon,7.21,TV
2634.0,367,3,"Comedy, Fantasy, Magic",1659.0,Akazukin Chacha OVA,7.2,OVA
2635.0,1079,4,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",14930.0,Armitage III,7.2,OVA
2636.0,19877,21,Shounen,570.0,Battle Spirits Sword Eyes Gekitouden,7.21,TV
2637.0,9907,1,Music,10426.0,Bokura no Live Kimi to no Life,7.2,Music
2638.0,6747,12,"Action, Supernatural, Vampire",121005.0,Dance in the Vampire Bund,7.2,TV
2639.0,2669,1,"Fantasy, Space",1059.0,Doraemon Movie 06 Nobita no Little Star Wars,7.2,Movie
2640.0,2678,1,"Adventure, Fantasy, Kids, Shounen",896.0,Doraemon Movie 18 Nobita no Nejimaki City Boukenki,7.2,Movie
2641.0,15159,1,Slice of Life,873.0,Fantastic Children Special,7.2,Special
2642.0,9367,12,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",159273.0,Freezing,7.2,TV
2643.0,10115,1,"Comedy, Fantasy, Kids",601.0,Friends Mononoke Shima no Naki,7.19,Movie
2644.0,30290,1,"Comedy, Mystery, Super Power",3718.0,Fw Hamatora,7.2,Movie
2645.0,15811,6,"Military, School",15228.0,Girls und Panzer Specials,7.2,Special
2646.0,729,48,"Comedy, Romance, School, Sports",1527.0,Hiatari Ryoukou ,7.2,TV
2647.0,4549,13,"Action, Drama, Martial Arts",6659.0,Hokuto no Ken Raoh Gaiden Ten no Haoh,7.2,TV
2648.0,1336,6,"Action, Adventure, Drama, Horror, Sci-Fi",4876.0,Kyoushoku Soukou Guyver II,7.2,OVA
2649.0,4851,1,"Action, Adventure, Comedy, Shounen",2482.0,Lupin III Seven Days Rhapsody,7.2,Special
2650.0,16890,12,"Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural",59819.0,Makai Ouji Devils and Realist,7.2,TV
2651.0,23227,1,"Comedy, Romance, Seinen, Slice of Life",21717.0,Mikakunin de Shinkoukei Kamoniku tte Midori ppoi Aji ga Suru no ne ,7.2,OVA
2652.0,24171,3,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",3636.0,Mushibugyou OVA,7.2,OVA
2653.0,3752,1,"Adventure, Kids",925.0,Nagagutsu wo Haita Neko 80 Nichikan Sekai Isshuu,7.2,Movie
2654.0,4662,13,"Adventure, Fantasy, Harem, Shoujo",12975.0,Neo Angelique Abyss Second Age,7.2,TV
2655.0,2490,1,"Comedy, Fantasy, Shounen, Sports",20054.0,One Piece Mezase Kaizoku Yakyuu Ou,7.2,Movie
2656.0,1564,192,"Action, Adventure, Comedy, Fantasy, Kids",67386.0,Pokemon Advanced Generation,7.2,TV
2657.0,592,26,"Adventure, Fantasy",1065.0,PopoloCrois,7.2,TV
2658.0,31919,1,"Music, School, Shoujo, Slice of Life",502.0,PriPara Movie Mi nna no Akogare Let 039 s Go Prix Paris,7.2,Movie
2659.0,32094,12,"Comedy, Fantasy, Magic",30153.0,Reikenzan Hoshikuzu tachi no Utage,7.2,TV
2660.0,20047,12,"Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life",108011.0,Sakura Trick,7.2,TV
2661.0,478,26,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",46647.0,Sousei no Aquarion,7.2,TV
2662.0,2452,1,"Action, Adventure, Sci-Fi, Space",3586.0,Space Adventure Cobra,7.2,Movie
2663.0,8986,22,"Action, Demons, Horror, Supernatural",18528.0,Supernatural The Animation,7.2,OVA
2664.0,23587,13,"Comedy, Drama, Music",33042.0,The iDOLM STER Cinderella Girls,7.2,TV
2665.0,20035,1,"Action, Magic, Sci-Fi, Super Power",11241.0,Toaru Majutsu no Index Endymion no Kiseki Special,7.2,Special
2666.0,1555,25,"Comedy, Harem, Romance, School",24691.0,Tokimeki Memorial Only Love,7.2,TV
2667.0,2331,26,"Action, Adventure, Sci-Fi, Space",2297.0,Uchuu Densetsu Ulysses 31,7.2,TV
2668.0,3446,1,"Action, Horror, Sci-Fi",20172.0,Biohazard Degeneration,7.19,Movie
2669.0,568,26,"Adventure, Mecha, Sci-Fi, Shounen",20079.0,Bubblegum Crisis Tokyo 2040,7.19,TV
2670.0,831,24,"Comedy, Fantasy, Slice of Life",14955.0,Chicchana Yukitsukai Sugar,7.19,TV
2671.0,2354,1,"Demons, Horror, Sci-Fi, Supernatural",7171.0,Devilman Tanjou hen,7.19,OVA
2672.0,1796,1,"Adventure, Comedy, Police, Sci-Fi",3227.0,Dirty Pair The Movie,7.19,Movie
2673.0,393,1,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",37379.0,Escaflowne,7.19,Movie
2674.0,6959,1,"Comedy, School, Seinen, Slice of Life",3284.0,GA Geijutsuka Art Design Class OVA,7.19,OVA
2675.0,28539,1,"Action, Demons, Fantasy, Magic, Supernatural",7179.0,Garo Movie Divine Flame,7.18,Movie
2676.0,3447,1,"Comedy, Mecha, Sci-Fi",8937.0,Ghost in the Shell Stand Alone Complex Solid State Society Uchikoma no Hibi,7.19,Special
2677.0,23619,1,"Comedy, Ecchi, Parody",14585.0,Haiyore Nyaruko san W OVA,7.19,OVA
2678.0,2998,1,"Drama, Fantasy, Sci-Fi",1158.0,Hi no Tori Uchuu hen,7.19,OVA
2679.0,6909,1,Adventure,1163.0,Jungle Taitei Yuuki ga Mirai wo Kaeru,7.19,Special
2680.0,1864,12,"Drama, Fantasy, Harem, Romance, Shoujo",5827.0,Koisuru Tenshi Angelique Kagayaki no Ashita,7.19,TV
2681.0,1261,54,"Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",7112.0,Kyattou Ninden Teyandee,7.19,TV
2682.0,149,12,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",85554.0,Loveless,7.19,TV
2683.0,33299,13,"Magic, Music, Romance, School",12095.0,Magic Kyun Renaissance,7.19,TV
2684.0,2931,24,"Mystery, Slice of Life, Supernatural",8362.0,Mokke,7.19,TV
2685.0,30016,13,"Action, Comedy, Drama",57325.0,Nanbaka,7.19,TV
2686.0,350,51,"Comedy, Magic",19222.0,Ojamajo Doremi,7.19,TV
2687.0,6324,12,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",119572.0,Omamori Himari,7.19,TV
2688.0,5279,1,Comedy,32430.0,Sekirei Hajimete no Otsukai,7.19,Special
2689.0,12709,3,Comedy,3692.0,Tales of Symphonia The Animation Sekai Tougou hen Specials,7.19,Special
2690.0,7144,1,"Action, Adventure, Drama, Military, Space",2005.0,Uchuu Senkan Yamato Fukkatsu hen,7.19,Movie
2691.0,3614,13,"Mystery, Police, Supernatural",11002.0,Yakushiji Ryouko no Kaiki Jikenbo,7.19,TV
2692.0,754,36,"Adventure, Drama, Fantasy",2228.0,Yuki no Joou,7.19,TV
2693.0,26165,12,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",48549.0,Yuri Kuma Arashi,7.19,TV
2694.0,3354,2,"Action, Shounen, Supernatural",22182.0,Zombie Loan Specials,7.19,Special
2695.0,493,1,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",9186.0,Armitage III Poly Matrix,7.18,Movie
2696.0,7817,12,"Comedy, Ecchi, Romance, School, Seinen",192719.0,B Gata H Kei,7.18,TV
2697.0,33080,5,Action,29445.0,Brotherhood Final Fantasy XV,7.18,ONA
2698.0,5032,13,"Action, Adventure, Sci-Fi, Space",4361.0,Cobra The Animation,7.18,TV
2699.0,2907,66,"Comedy, Sci-Fi",3188.0,Cyborg Kuro chan,7.18,TV
2700.0,2651,1,"Comedy, Fantasy, Kids",672.0,Doraemon Doraemon Comes Back Movie ,7.18,Movie
2701.0,5197,39,"Adventure, Comedy, Fantasy, Shounen, Sports",558.0,Dragon League,7.18,TV
2702.0,32801,1,"Action, Adventure, Comedy, Fantasy, Romance",23370.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.18,OVA
2703.0,26057,1,"Comedy, Ecchi, Fantasy, Magic",14351.0,Fate kaleid liner Prisma Illya 2wei OVA,7.18,OVA
2704.0,1829,1,"Adventure, Fantasy, Magic",59243.0,Gedo Senki,7.18,Movie
2705.0,6867,9,"Action, Drama, Military, Sci-Fi",21190.0,Halo Legends,7.18,ONA
2706.0,23083,1,"Fantasy, Kids, Magic, Shoujo",1332.0,Happiness Charge PreCure Movie Ningyou no Kuni no Ballerina,7.18,Movie
2707.0,247,26,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",14550.0,Harukanaru Toki no Naka de Hachiyou Shou,7.18,TV
2708.0,8206,51,"Magic, Shoujo",6118.0,Hime Chen Otogi Chikku Idol Lilpri,7.18,TV
2709.0,3027,1,"Action, Adventure, Drama, Martial Arts",3713.0,Hokuto no Ken Yuria den,7.18,OVA
2710.0,606,13,"Adventure, Comedy, Historical, Martial Arts, Samurai",7893.0,Kazemakase Tsukikage Ran,7.18,TV
2711.0,2077,1,"Mystery, School, Shounen",1641.0,Kindaichi Shounen no Jikenbo,7.18,Movie
2712.0,2797,3,"Action, Martial Arts, Shounen",2398.0,Koukou Tekken den Tough,7.18,OVA
2713.0,6379,1,"Comedy, Ecchi, School, Seinen",5553.0,Kyou no 5 no 2 TV Takarabako,7.18,OVA
2714.0,7066,2,"Comedy, Ecchi, Romance, Sci-Fi",5760.0,Mahoromatic I 039 m Home ,7.18,Special
2715.0,604,26,"Comedy, Drama, Magic, Music, Romance, Shoujo",5991.0,Mahou no Stage Fancy Lala,7.18,TV
2716.0,2044,52,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",5112.0,Mahou no Tenshi Creamy Mami,7.18,TV
2717.0,5030,12,"Comedy, Parody, School, Shoujo Ai",104663.0,Maria Holic,7.18,TV
2718.0,1110,39,"Adventure, Comedy, Magic, Romance, Shoujo",19311.0,Mermaid Melody Pichi Pichi Pitch Pure,7.18,TV
2719.0,2279,1,"Adventure, Fantasy, Kids",1804.0,Nagagutsu wo Haita Neko,7.18,Movie
2720.0,3059,43,"Adventure, Mecha, Sci-Fi, Shounen, Space",1941.0,Ninja Senshi Tobikage,7.18,TV
2721.0,1199,1,"Comedy, Shounen",2255.0,Nintama Rantarou,7.18,TV
2722.0,32603,12,"Comedy, Ecchi, Romance, School, Shounen",37570.0,Okusama ga Seitokaichou ,7.17,TV
2723.0,461,1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",36558.0,One Piece Movie 3 Chinjuu jima no Chopper Oukoku,7.18,Movie
2724.0,1569,12,"Comedy, Drama, Romance, School",42190.0,Otome wa Boku ni Koishiteru,7.18,TV
2725.0,11009,1,"Adventure, Comedy, Fantasy, Kids",5158.0,Pokemon 3D Adventure 2 Pikachu no Kaitei Daibouken,7.18,Movie
2726.0,34514,18,"Action, Adventure, Fantasy, Game, Kids",295.0,Pokemon Generations,7.21,ONA
2727.0,2369,24,"Fantasy, Mystery, Supernatural",39806.0,Rental Magica,7.18,TV
2728.0,20973,12,"Action, Comedy, Fantasy",67877.0,Sekai Seifuku Bouryaku no Zvezda,7.18,TV
2729.0,938,4,"Action, Mecha, Sci-Fi, Shounen",2339.0,Shin Getter Robo tai Neo Getter Robo,7.18,OVA
2730.0,3138,1,"Comedy, Drama",2641.0,Solty Rei Special,7.18,Special
2731.0,6098,12,"Comedy, Romance, School, Slice of Life",28652.0,Sora no Manimani,7.18,TV
2732.0,10351,1,"Comedy, Sci-Fi, Shounen, Space",3626.0,Tenchi Muyou Ryououki 2nd Season Picture Drama,7.18,Special
2733.0,448,2,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",29039.0,Tenjou Tenge The Ultimate Fight,7.18,OVA
2734.0,7654,1,Drama,4257.0,Tokyo Magnitude 8 0 Recap,7.18,Special
2735.0,2470,1,"Action, Adventure, Drama, Sci-Fi, Space",2579.0,Uchuu Kaizoku Captain Harlock Arcadia gou no Nazo,7.18,Movie
2736.0,21439,13,"Comedy, Harem, Music, Romance, School, Shoujo",27997.0,Uta no Prince sama Maji Love Revolutions,7.18,TV
2737.0,3486,47,"Action, Adventure, Mecha, Sci-Fi, Shounen",1021.0,Yuusha Tokkyuu Might Gaine,7.18,TV
2738.0,32717,1,"Music, School, Shoujo, Slice of Life",4485.0,Aikatsu Stars ,7.17,TV
2739.0,31080,12,"Comedy, School, Slice of Life",32040.0,Anne Happy ,7.17,TV
2740.0,284,12,"Action, Drama, Military, Romance, Shounen",7563.0,Area 88 TV ,7.17,TV
2741.0,286,25,"Adventure, Mecha, Sci-Fi, Shounen",5913.0,B 039 T X,7.17,TV
2742.0,23237,7,Comedy,20337.0,Chuunibyou demo Koi ga Shitai Ren Specials,7.17,Special
2743.0,6217,1,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",1617.0,Crayon Shin chan Movie 03 Unkokusai no Yabou,7.17,Movie
2744.0,992,13,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",10636.0,Dual Parallel Trouble Adventures,7.17,TV
2745.0,19067,64,Game,3417.0,Future Card Buddyfight,7.17,TV
2746.0,2815,52,"Comedy, Kids",869.0,Geragera Boes Monogatari,7.17,TV
2747.0,2132,1,"Comedy, Ecchi, Magic, Romance, Supernatural",13115.0,Inukami The Movie Tokumei Reiteki Sousakan Karina Shirou ,7.17,Movie
2748.0,5978,1,"Comedy, School, Shounen, Supernatural",22155.0,Kannagi Moshimo Kannagi ga Attara ,7.17,Special
2749.0,3110,52,"Drama, Historical",1414.0,Kaze no Naka no Shoujo Kinpatsu no Jeanie,7.17,TV
2750.0,17741,12,"Drama, Romance, Slice of Life",63418.0,Kimi no Iru Machi,7.17,TV
2751.0,1436,1,"Action, Adventure, Comedy, Shounen",3493.0,Lupin III Twilight Gemini no Himitsu,7.17,Special
2752.0,252,26,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",25995.0,Madlax,7.17,TV
2753.0,10690,1,"Adventure, Magic",3433.0,Magic Tree House,7.17,Movie
2754.0,4997,1,"Comedy, Ecchi, Military, Romance, Sci-Fi",4236.0,Mahoromatic 2 End Year Special,7.17,Special
2755.0,33003,12,"Action, Fantasy, Supernatural, Thriller",46024.0,Mahou Shoujo Ikusei Keikaku,7.17,TV
2756.0,442,1,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",120571.0,Naruto Movie 1 Dai Katsugeki Yuki Hime Shinobu Houjou Dattebayo ,7.17,Movie
2757.0,31404,12,"Comedy, Ecchi, Game, Romance, School",137102.0,Netoge no Yome wa Onnanoko ja Nai to Omotta ,7.17,TV
2758.0,10302,2,"Action, Comedy, Fantasy, Kids",5913.0,Pokemon Diamond amp Pearl Specials,7.17,Special
2759.0,11569,1,"Fantasy, Magic, Music, Shoujo",1057.0,Precure All Stars DX the Dance Live Miracle Dance Stage e Youkoso,7.17,OVA
2760.0,33713,2,"Action, Adventure, Comedy, Ecchi, Sci-Fi",1509.0,Seihou Bukyou Outlaw Star Specials,7.16,Special
2761.0,17391,4,"Action, Comedy, Fantasy, Shounen",10194.0,Senyuu Specials,7.17,Special
2762.0,27441,12,"Comedy, Music",32061.0,Show By Rock ,7.17,TV
2763.0,32038,12,"Comedy, Music",8964.0,Show By Rock ,7.17,TV
2764.0,2586,5,"Drama, Mecha, Military, Sci-Fi",1761.0,Soukou Kihei Votoms Kakuyaku taru Itan,7.17,OVA
2765.0,1602,13,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",14925.0,Soukou no Strain,7.17,TV
2766.0,2011,20,"Action, Comedy, Police, Shounen",2856.0,Taiho Shichau zo Special,7.17,TV
2767.0,6312,1,"Action, Adventure, Comedy, Police",1536.0,Taiho Shichau zo Full Throttle Special,7.17,Special
2768.0,3137,109,"Adventure, Sports",1650.0,Tsurikichi Sanpei,7.17,TV
2769.0,1922,1,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",2897.0,Urusei Yatsura Movie 3 Remember My Love,7.17,Movie
2770.0,30419,1,"Drama, Music",2555.0,Wake Up Girls Beyond the Bottom,7.18,Movie
2771.0,548,1,"Action, Drama, Romance, Sci-Fi",23422.0,Wonderful Days,7.17,Movie
2772.0,31588,25,"School, Seinen, Sports",35461.0,All Out ,7.16,TV
2773.0,7152,50,"Comedy, Magic, Shoujo",3605.0,Anyamal Tantei Kiruminzoo,7.16,TV
2774.0,1051,4,"Action, Adventure, Mecha, Military, Sci-Fi",29487.0,Ao no 6 gou,7.16,OVA
2775.0,1554,12,"Drama, Supernatural",16909.0,Asatte no Houkou ,7.16,TV
2776.0,751,52,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",1876.0,Bomberman Jetters,7.16,TV
2777.0,34077,1,"Action, Game, Shounen",1363.0,Cardfight Vanguard G Next,7.16,TV
2778.0,3432,51,"Action, Adventure, Comedy, Mecha",615.0,Chou Mashin Eiyuuden Wataru,7.16,TV
2779.0,30383,13,"School, Sci-Fi",55977.0,Classroom Crisis,7.16,TV
2780.0,2913,40,"Adventure, Drama",889.0,Daisougen no Chiisana Tenshi Bush Baby,7.16,TV
2781.0,3033,1,"Adventure, Comedy, Sci-Fi, Shounen",14037.0,Digimon Tamers Bousou Digimon Tokkyuu,7.16,Movie
2782.0,1803,2,"Action, Adventure, Comedy, Police, Sci-Fi",2038.0,Dirty Pair Lovely Angels yori Ai wo Komete,7.16,OVA
2783.0,16385,12,"Action, Adventure, Fantasy, Magic",34576.0,Dog Days 039 039 ,7.16,TV
2784.0,1045,12,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",13581.0,Elf wo Karu Mono tachi,7.16,TV
2785.0,5267,26,"Adventure, Kids",790.0,Gamba no Bouken,7.16,TV
2786.0,4476,1,"Adventure, Fantasy",2557.0,Gensoumaden Saiyuuki Kibou no Zaika,7.16,OVA
2787.0,3327,26,"Adventure, Mecha, Sci-Fi",1300.0,Giant Gorg,7.16,TV
2788.0,9723,1,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",8025.0,Hakuouki Hekketsuroku Episode 0,7.16,Special
2789.0,1592,11,"Comedy, Drama, Romance, Seinen, Slice of Life",13681.0,Hataraki Man,7.16,TV
2790.0,7728,1,"Action, Seinen, Supernatural, Vampire",15097.0,Hellsing Psalm of Darkness,7.16,Special
2791.0,20673,1,"Adventure, Fantasy, Romance",6970.0,Hinata no Aoshigure,7.16,Movie
2792.0,1025,13,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",16111.0,Kachou Ouji,7.16,TV
2793.0,2130,25,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",44825.0,Kaibutsu Oujo,7.16,TV
2794.0,33511,1,"Comedy, Shounen",13657.0,Koro sensei Q ,7.14,Movie
2795.0,1434,1,"Action, Adventure, Comedy, Shounen",3057.0,Lupin III Harimao no Zaihou wo Oe ,7.16,Special
2796.0,8097,1,"Adventure, Comedy, Shounen",2685.0,Lupin III The Last Job,7.16,Special
2797.0,8666,3,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",6941.0,Mazinkaiser SKL,7.16,OVA
2798.0,620,13,"Drama, Fantasy, Horror, Mystery",14073.0,Mermaid Forest,7.16,TV
2799.0,7308,1,"Adventure, Drama, Sci-Fi",917.0,Mirai Shounen Conan Movie ,7.16,Movie
2800.0,2298,1,"Action, Drama, Mecha, Sci-Fi",9594.0,Mobile Suit Gundam Seed After Phase Between the Stars,7.16,Special
2801.0,1688,12,"Magic, Romance, School",16604.0,Nanatsu iro Drops,7.16,TV
2802.0,1209,1,"Action, Seinen, Sports",4545.0,Nasu Andalusia no Natsu,7.16,Movie
